Validation_Set,Topics,Alpha,Beta,Coherence
100% Corpus,5,0.61,0.9099999999999999,0.41790131333252417
100% Corpus,5,0.61,symmetric,0.3647128078181453
100% Corpus,5,0.9099999999999999,0.01,0.3887719314140951
100% Corpus,5,0.9099999999999999,0.31,0.37580475642682726
100% Corpus,5,0.9099999999999999,0.61,0.3952773116566286
100% Corpus,5,0.9099999999999999,0.9099999999999999,0.40355062227634314
100% Corpus,5,0.9099999999999999,symmetric,0.3811335668872301
100% Corpus,5,symmetric,0.01,0.36550158856764153
100% Corpus,5,symmetric,0.31,0.37745747850981753
100% Corpus,5,symmetric,0.61,0.36479087745032884
100% Corpus,5,symmetric,0.9099999999999999,0.3938444760814709
100% Corpus,5,symmetric,symmetric,0.3824014201322375
100% Corpus,5,asymmetric,0.01,0.37575641213547095
100% Corpus,5,asymmetric,0.31,0.3810966252375204
100% Corpus,5,asymmetric,0.61,0.42370173893771296
100% Corpus,5,asymmetric,0.9099999999999999,0.43738243010624156
100% Corpus,5,asymmetric,symmetric,0.3806842427649866
